16	NC_006397	55380080 55380099 55380114 55380121 55380154 55380179 55380192 55380194 55380195 55380221 55380224 55380225 55380301 55380325 55380351 55380352
34	NC_006396	55377268 55377274 55377408 55377418 55377449 55377656 55377657 55377798 55377874 55377875 55377903 55377904 55378249 55378321 55378333 55378334 55378335 55378339 55378348 55378349 55378351 55378352 55378353 55378354 55378355 55378362 55378443 55378579 55378965 55378996 55379009 55379053 55379064 55379925
3	NC_006395	55376734 55376737 55376941
1	NC_006394	55376425
1	NC_016886	379005790
16	NC_002578	16081209 16081210 16081344 16081494 16081508 16081510 16081511 16081593 16081594 16081667 16081668 16081782 16082303 16082383 16082436 16082437
16	NC_014820	118575339 118575340 118575371 118575553 118575821 118575856 118576275 118576276 118576277 118576281 118576293 118576311 118576372 118576499 118576706 118577008
4	NC_014537	307594887 307595186 307595452 307596024
49	NC_021169	488599559 488599560 488599566 488599567 488599649 488599650 488599716 488599747 488600071 488600184 488600366 488600429 488600469 488600668 488600681 488600754 488600755 488600824 488600842 488600877 488600878 488600898 488600899 488600921 488600925 488600928 488600932 488600937 488600952 488600957 488601044 488601079 488601094 488601344 488601388 488601400 488601417 488601441 488601442 488601448 488601602 488601618 488601619 488601620 488601648 488601717 488601718 488601743 488601755
31	NC_017034	383318481 383318586 383318952 383318970 383319027 383319028 383319059 383319061 383319062 383319089 383319119 383319120 383319271 383319618 383319619 383319655 383319749 383319750 383319925 383319937 383319973 383320123 383320124 383320147 383320501 383320575 383320716 383320762 383320763 383320841 383320842
30	NC_017527	386000719 386000808 386000861 386001740 386001778 386001784 386001824 386001829 386001835 386001886 386002068 386002144 386002266 386002305 386002340 386002432 386002523 386002532 386002534 386002554 386002627 386002675 386002676 386002823 386002830 386002873 386002874 386002879 386002883 386002901
1	NC_009776	156937341
1	NC_015471	331746837
6	NC_019942	432328091 432328101 432328124 432328133 432328286 432328617
10	NC_019943	432329731 432330070 432330073 432330100 432330613 432330788 432331711 432331846 432331849 432331851
76	NC_012726	238618583 238618616 238618765 238618819 238618821 238618822 238618823 238618873 238618882 238618902 238618926 238618954 238618955 238618966 238618975 238618992 238619029 238619030 238619036 238619037 238619043 238619046 238619056 238619057 238619063 238619064 238619075 238619076 238619179 238619209 238619318 238619330 238619338 238619349 238619371 238619377 238619390 238619391 238619409 238619414 238619420 238619425 238619426 238619428 238619429 238619430 238619431 238619436 238619451 238619472 238619483 238619489 238619621 238619627 238619628 238619643 238619667 238619670 238619797 238619829 238620032 238620037 238620221 238620425 238620440 238620559 238620633 238620639 238620678 238620772 238620773 238620774 238620843 238620922 238620948 238620960
38	NC_009464	147918869 147918912 147918963 147918982 147918999 147919045 147919049 147919050 147919352 147919382 147919494 147919500 147919625 147919632 147919947 147920162 147920166 147920167 147920169 147920173 147920174 147920182 147920260 147920344 147920522 147920690 147920784 147920819 147921031 147921033 147921035 147921059 147921192 147921203 147921270 147921324 147921744 147921745
1	NC_018225	397771778
37	NC_018227	397779383 397779693 397779725 397779777 397779983 397780090 397780095 397780114 397780188 397780250 397780277 397780282 397780301 397780376 397780389 397780397 397780438 397780492 397780497 397780507 397780561 397780599 397780823 397780977 397780978 397781005 397781127 397781175 397781230 397781277 397781373 397781388 397781471 397781547 397781588 397781650 397781662
8	NC_009712	154150049 154150260 154150261 154150263 154150264 154150265 154150465 154151198
15	NC_023010	564287510 564287542 564287585 564287590 564287591 564287592 564287594 564287595 564287597 564287753 564287819 564287828 574087255 574087267 574087268
12	NC_023013	564288341 564288350 564288842 564288843 564289384 564289513 564289904 564289905 564290691 564290946 564290987 564291346
2	NC_023012	564287976 564288320
55	NC_002689	13540837 13540874 13540967 13540968 13540970 13540972 13540973 13540992 13541079 13541094 13541154 13541297 13541299 13541300 13541418 13541509 13541511 13541515 13541517 13541518 13541519 13541523 13541524 13541526 13541543 13541544 13541545 13541554 13541557 13541581 13541595 13541596 13541601 13541673 13541674 13541697 13541698 13541699 13541701 13541705 13541713 13541734 13541783 13541962 13542018 13542053 13542054 13542240 13542241 13542242 13542258 13542296 13542299 13542309 13542320
45	NC_015320	327399981 327399982 327400093 327400200 327400201 327400203 327400224 327400318 327400383 327400439 327400472 327400533 327400541 327400579 327400628 327400642 327400726 327400764 327400765 327400768 327400771 327400782 327400784 327400785 327400797 327400811 327401054 327401100 327401166 327401197 327401399 327401406 327401430 327401431 327401457 327401477 327401548 327401614 327401656 327401788 327401789 327401839 327401840 327401896 327401943
4	NC_008818	124027220 124028025 124028026 124028392
7	NC_009954	159040970 159040988 159041414 159041415 159041590 159041628 159041813
51	NC_018092	397650739 397650772 397650809 397650848 397650889 397650893 397650903 397650929 397650931 397650952 397651003 397651042 397651045 397651046 397651068 397651109 397651110 397651256 397651257 397651274 397651280 397651283 397651284 397651298 397651299 397651314 397651321 397651401 397651450 397651521 397651530 397651701 397651725 397651746 397651754 397651858 397652097 397652167 397652216 397652224 397652292 397652329 397652330 397652433 397652483 397652487 397652600 397652613 397652616 397652743 397652751
70	NC_012632	229583687 229583704 229583705 229583866 229583893 229583894 229583904 229583945 229583951 229583952 229583962 229583985 229584024 229584038 229584074 229584075 229584087 229584097 229584103 229584104 229584105 229584136 229584245 229584325 229584335 229584342 229584356 229584364 229584377 229584378 229584406 229584424 229584459 229584463 229584472 229584481 229584484 229584485 229584495 229584496 229584497 229584499 229584503 229584505 229584511 229584513 229584535 229584551 229584553 229584927 229584939 229584988 229585129 229585262 229585476 229585520 229585566 229585596 229585670 229585676 229585765 229585948 229585965 229585966 229585967 229585970 229585971 229585975 229586057 229586194
57	NC_020389	452208675 452208792 452208864 452209028 452209029 452209121 452209209 452209297 452209323 452209399 452209507 452209569 452209847 452209893 452210015 452210016 452210150 452210261 452210315 452210316 452210317 452210497 452210558 452210559 452210702 452210703 452210723 452210763 452210914 452210955 452210959 452210966 452210968 452211018 452211091 452211159 452211191 452211194 452211195 452211196 452211197 452211198 452211228 452211366 452211367 452211402 452211405 452211443 452211445 452211503 452211504 452211545 452211676 452211741 452211742 452211758 452211857
2	NC_006389	55376126 55376143
33	NC_020913	478482111 478482112 478482134 478482363 478482412 478482459 478482550 478482551 478482560 478482641 478482676 478482678 478482689 478482692 478482693 478482694 478482699 478482700 478482704 478482706 478482815 478482894 478482895 478482900 478482901 478482902 478482906 478482952 478482979 478483347 478483470 478483522 478483568
10	NC_012883	242398252 242398253 242398264 242399198 242399710 242399711 242399854 242399908 242400012 242400013
28	NC_002607	15789349 15789357 15789362 15789364 15789371 15789377 15789378 15789379 15789386 15789390 15789393 15789433 15789456 15789513 15789516 15789568 15789569 15789606 15789988 15790046 15790102 15790163 15790556 15790558 15790603 15791006 15791380 15791381
2	NC_022786	557693839 557694223
18	NC_019972	435849702 435849704 435849752 435849753 435849761 435849786 435849796 435849798 435849800 435849828 435849829 435849830 435849841 435849850 435849852 435849885 435849905 435849916
11	NC_014222	297618535 297618820 297618854 297618972 297618999 297619009 297619031 297619047 297619048 297620056 297620069
44	NC_012030	222481169 222481186 222481200 222481206 222481216 222481222 222481232 222481243 222481244 222481246 222481247 222481253 222481268 222481271 222481273 222481274 222481278 222481279 222481280 222481290 222481307 222481311 222481312 222481376 222481379 222481385 222481387 222481396 222481405 222481430 222481433 222481435 222481437 222481439 222481456 222481458 222481463 222481467 222481481 222481493 222481498 222481499 222481502 222481521
27	NC_019977	435850301 435850553 435850743 435850744 435850762 435850814 435850872 435850898 435850956 435851154 435851330 435851418 435851440 435851500 435851516 435851517 435851609 435851611 435851618 435851626 435851636 435851638 435851639 435851871 435852154 435852196 435852462
6	NC_019976	435849411 435849429 435849432 435849531 435849638 435849639
32	NC_019974	435845725 435845836 435845837 435846249 435846451 435846463 435846493 435846547 435846560 435846625 435846641 435846657 435847044 435847236 435847251 435847302 435847583 435847592 435847627 435847905 435847953 435847954 435847965 435848121 435848278 435848404 435848475 435848576 435848806 435848813 435848826 435848827
19	NC_008553	116753517 116753659 116753661 116753832 116753964 116754007 116754170 116754276 116754277 116754279 116754330 116754345 116754422 116754488 116754492 116754692 116754882 116754885 116754890
2	NC_014658	312136250 312137356
47	NC_017459	385802394 385802545 385802569 385802570 385802601 385802649 385802709 385802711 385802950 385803161 385803202 385803241 385803371 385803427 385803461 385803648 385803681 385803697 385803732 385803778 385803844 385803921 385803922 385803927 385803949 385803980 385803986 385804035 385804069 385804197 385804198 385804243 385804248 385804253 385804280 385804340 385804358 385804394 385804402 385804406 385804407 385804408 385804412 385804545 385804817 385804879 529167408
11	NC_013968	292657128 292657137 292657143 292657158 292657160 292657173 292657181 292657183 292657185 292657186 292657193
1	NC_014301	299883455
2	NC_014300	299883391 299883392
32	NC_013202	257386144 257386149 257386152 257386153 257386156 257386227 257386510 257386535 257386637 257386639 257386699 257386935 257387028 257387277 257387310 257387513 257387525 257387621 257387719 257387747 257387753 257387938 257387950 257387993 257388091 257388392 257388547 257388594 257388685 257388686 257388879 257388880
5	NC_013201	257372974 257372995 257372996 257372999 257373020
18	NC_023069	568162984 568163115 568164072 568164313 568164444 568164522 568164758 568164761 568164778 568164905 568164911 568164921 568164925 568164966 568164973 568164983 568164988 568164995
11	NC_014002	294494752 294494780 294494794 294495139 294495142 294495404 294495540 294495813 294496053 294496443 294496650
16	NC_011832	219850885 219851241 219851512 219851521 219851896 219852079 219852288 219852438 219852442 219852597 219852767 219852876 219852917 219853059 219853112 219853116
4	NC_013888	289193304 289193305 289193312 289193313
185	NC_012622	229577951 229577952 229578091 229578141 229578142 229578143 229578144 229578146 229578157 229578174 229578195 229578200 229578201 229578205 229578213 229578214 229578232 229578234 229578245 229578246 229578247 229578248 229578252 229578253 229578290 229578303 229578304 229578307 229578316 229578333 229578337 229578338 229578339 229578343 229578345 229578346 229578357 229578361 229578363 229578370 229578393 229578396 229578397 229578399 229578400 229578401 229578419 229578420 229578421 229578436 229578439 229578441 229578442 229578444 229578447 229578458 229578464 229578467 229578468 229578472 229578473 229578483 229578484 229578502 229578503 229578512 229578513 229578516 229578517 229578518 229578537 229578546 229578549 229578550 229578553 229578561 229578562 229578568 229578569 229578580 229578581 229578591 229578592 229578606 229578616 229578617 229578630 229578646 229578664 229578676 229578677 229578684 229578685 229578725 229578744 229578751 229578757 229578794 229578820 229578821 229578822 229578827 229578830 229578836 229578837 229578840 229578881 229578951 229579069 229579241 229579242 229579279 229579384 229579386 229579391 229579458 229579459 229579463 229579466 229579531 229579624 229579786 229579788 229579790 229579795 229579797 229579798 229579801 229579802 229579805 229579812 229579817 229579871 229579886 229579978 229580008 229580066 229580086 229580091 229580113 229580114 229580117 229580131 229580134 229580148 229580158 229580188 229580189 229580196 229580198 229580199 229580201 229580218 229580219 229580234 229580304 229580310 229580311 229580330 229580332 229580365 229580381 229580382 229580383 229580389 229580390 229580401 229580415 229580416 229580432 229580436 229580445 229580491 229580492 229580493 229580528 229580529 229580559 229580583 229580584 229580611 229580680 229580681 229580682 229580685
144	NC_012623	229580834 229580835 229580838 229580866 229580867 229580868 229580901 229580902 229580909 229580927 229580940 229580946 229580947 229580949 229580950 229580976 229580978 229580984 229581000 229581001 229581002 229581036 229581045 229581046 229581103 229581122 229581135 229581137 229581138 229581149 229581151 229581152 229581183 229581213 229581221 229581228 229581251 229581273 229581331 229581455 229581528 229581537 229581539 229581548 229581625 229581710 229581846 229581850 229581860 229581960 229581999 229582009 229582252 229582296 229582314 229582364 229582382 229582383 229582410 229582416 229582431 229582438 229582465 229582481 229582490 229582496 229582510 229582517 229582518 229582530 229582544 229582545 229582552 229582553 229582554 229582607 229582638 229582653 229582675 229582684 229582692 229582695 229582698 229582703 229582707 229582712 229582713 229582734 229582735 229582749 229582750 229582752 229582753 229582762 229582763 229582768 229582769 229582812 229582841 229582849 229582850 229582857 229582858 229582869 229582888 229582915 229582921 229582932 229582933 229582936 229582940 229582941 229582949 229582950 229582958 229582961 229582962 229582963 229582982 229582985 229582994 229582996 229582997 229583003 229583040 229583041 229583045 229583046 229583047 229583057 229583073 229583081 229583086 229583088 229583110 229583160 229583161 229583229 229583303 229583350 229583363 229583440 229583487 229583534
2	NC_008942	124485097 124485609
5	NC_012624	228288727 228288737 228288738 228288756 228288758
40	NC_002608	16119983 16119988 16119990 16119991 16120011 16120013 16120014 16120015 16120040 16120043 16120048 16120065 16120067 16120068 16120073 16120097 16120098 16120109 16120125 16120126 16120157 16120204 16120206 16120229 16120237 16120244 16120247 16120258 16120263 16120264 16120283 16120291 16120302 16120306 16120314 16120319 16120322 16120347 16120348 16120349
16	NC_013158	257051161 257051199 257051224 257051242 257051621 257051874 257052079 257052156 257052475 257052808 257053269 257053270 257053555 257053625 257053741 257054006
8	NC_014961	320100235 320100283 320100433 320100608 320100656 320100868 320101323 320101324
6	NC_009635	150400477 150400729 150400891 150400968 150401117 150401647
232	NC_003552	20088904 20088926 20088994 20089047 20089155 20089156 20089186 20089248 20089249 20089285 20089294 20089329 20089361 20089468 20089715 20089720 20089723 20089822 20089850 20089861 20089885 20089899 20089900 20089901 20089909 20089910 20089912 20089913 20089916 20089917 20089918 20089919 20089921 20089922 20089923 20089926 20089927 20089928 20089930 20089982 20089991 20090106 20090154 20090176 20090177 20090240 20090285 20090294 20090393 20090413 20090437 20090452 20090484 20090492 20090493 20090502 20090503 20090544 20090608 20090637 20090638 20090639 20090665 20090679 20090680 20090729 20090730 20090732 20090740 20090746 20090750 20090779 20090834 20090855 20090864 20090868 20090874 20090875 20090877 20090917 20090918 20090920 20090926 20090928 20090932 20090948 20091003 20091004 20091028 20091029 20091030 20091043 20091064 20091071 20091081 20091082 20091158 20091210 20091224 20091237 20091290 20091301 20091302 20091323 20091325 20091366 20091390 20091391 20091392 20091393 20091403 20091405 20091408 20091425 20091449 20091457 20091482 20091493 20091500 20091501 20091516 20091525 20091526 20091527 20091549 20091553 20091557 20091558 20091559 20091561 20091563 20091571 20091572 20091581 20091585 20091592 20091593 20091608 20091609 20091615 20091622 20091635 20091644 20091646 20091647 20091653 20091659 20091660 20091681 20091728 20091747 20091750 20091756 20091757 20091759 20091761 20091762 20091765 20091766 20091773 20091783 20091801 20091822 20091823 20091933 20091942 20091976 20092026 20092037 20092038 20092126 20092127 20092128 20092140 20092143 20092150 20092151 20092152 20092154 20092166 20092168 20092169 20092175 20092176 20092188 20092189 20092246 20092303 20092312 20092314 20092316 20092319 20092337 20092379 20092446 20092518 20092543 20092557 20092559 20092560 20092567 20092568 20092569 20092590 20092594 20092595 20092596 20092616 20092637 20092643 20092644 20092648 20092782 20092819 20092824 20092850 20092855 20092900 20092901 20092915 20092917 20092920 20092925 20092928 20092978 20093014 20093015 20093017 20093248 20093249 20093268 20093315
1	NC_003551	20094043
10	NC_009051	126178466 126178708 126178816 126179275 126179276 126179328 126179478 126179683 126179684 126180297
8	NC_010525	171184607 171184608 171184676 171184914 171185053 171185287 171185340 171186154
107	NC_003106	15920191 15920218 15920219 15920220 15920223 15920233 15920278 15920320 15920321 15920329 15920336 15920340 15920341 15920431 15920432 15920440 15920443 15920444 15920508 15920893 15920900 15920902 15920945 15920946 15920994 15921015 15921032 15921082 15921089 15921092 15921143 15921200 15921244 15921295 15921300 15921301 15921302 15921306 15921307 15921320 15921321 15921335 15921345 15921346 15921350 15921351 15921352 15921377 15921396 15921412 15921414 15921416 15921418 15921423 15921424 15921433 15921434 15921631 15921682 15921898 15922025 15922027 15922028 15922078 15922080 15922089 15922090 15922091 15922219 15922221 15922222 15922223 15922231 15922244 15922254 15922255 15922258 15922261 15922266 15922267 15922269 15922273 15922276 15922298 15922303 15922316 15922317 15922323 15922326 15922334 15922335 15922509 15922510 15922559 15922560 15922590 15922658 15922763 15922764 15922800 15922801 15922826 15922827 15922828 15922829 15922886 15922887
59	NC_012028	222475684 222475687 222475714 222475715 222475720 222475732 222475733 222475734 222475741 222475751 222475757 222475758 222475759 222475782 222475783 222475796 222475797 222475799 222475801 222475827 222475828 222475834 222475846 222475847 222475856 222475858 222475859 222475865 222475874 222475888 222475889 222475894 222475928 222475931 222475935 222475951 222475958 222475959 222475969 222475971 222475974 222475975 222475980 222475992 222475994 222476011 222476014 222476047 222476056 222476058 222476102 222476109 222476111 222476112 222476121 222476123 222476124 222476135 222476141
34	NC_012029	222478493 222478801 222478850 222478851 222478862 222478863 222478871 222478872 222479015 222479347 222479352 222479354 222479454 222479514 222479555 222479556 222479569 222479617 222479639 222479642 222479915 222479933 222480021 222480024 222480062 222480171 222480172 222480251 222480503 222480660 222480964 222480975 222480976 222481025
12	NC_019964	433637286 433637287 433637676 433637946 433638028 433638042 433638341 433638566 433639002 433639368 433639369 433639776
10	NC_014254	298676129 298676134 298676143 298676158 298676171 298676205 298676206 298676218 298676219 298676228
1	NC_015632	336120991
3	NC_015435	330834471 330834560 330835743
43	NC_013966	292653570 292653572 292653573 292653579 292653581 292653583 292653622 292653627 292653631 292653640 292653643 292653644 292653662 292653663 292653673 292653679 292653680 292653687 292653688 292653690 292653704 292653711 292653798 292653800 292653810 292653818 292653820 292653822 292653836 292653902 292653904 292653907 292653914 292653917 292653950 292653951 292653965 292653966 292653978 292653980 292653992 292653996 292654002
38	NC_013967	292654438 292654443 292654456 292654457 292654459 292654562 292654698 292655027 292655085 292655087 292655264 292655307 292655575 292655670 292655675 292655770 292655922 292655973 292655974 292655975 292655981 292656179 292656182 292656204 292656379 292656386 292656400 292656417 292656459 292656560 292656588 292656931 292656932 292656933 292656934 292656935 292656943 292656944
83	NC_014253	298673988 298674070 298674118 298674135 298674136 298674142 298674163 298674305 298674312 298674316 298674317 298674335 298674352 298674353 298674356 298674357 298674391 298674392 298674404 298674433 298674447 298674472 298674561 298674582 298674592 298674593 298674627 298674653 298674654 298674756 298674892 298674902 298674905 298674906 298674938 298674959 298674981 298675009 298675015 298675040 298675066 298675080 298675093 298675096 298675100 298675120 298675122 298675131 298675155 298675205 298675206 298675230 298675246 298675266 298675293 298675297 298675326 298675331 298675332 298675353 298675357 298675407 298675419 298675453 298675469 298675515 298675522 298675525 298675559 298675597 298675624 298675642 298675683 298675684 298675724 298675775 298675803 298675804 298675944 298675966 298676004 298676013 298676119
12	NC_019963	433593139 433593141 433593158 433593169 433593210 433593217 433593218 433593249 433593253 433593265 433593273 433593297
13	NC_007181	70606108 70606316 70606332 70606333 70606446 70606449 70606482 70606483 70607234 70607667 70607677 70607741 70607742
6	NC_016051	223477083 223477135 223478045 223478097 350525757 350525956
50	NC_019967	433593320 433593348 433593349 433593358 433593366 433593374 433593375 433593386 433593387 433593391 433593394 433593397 433593412 433593415 433593421 433593423 433593424 433593425 433593427 433593432 433593445 433593449 433593459 433593464 433593472 433593478 433593492 433593502 433593506 433593508 433593510 433593511 433593513 433593514 433593519 433593523 433593527 433593528 433593540 433593541 433593550 433593551 433593554 433593556 433593560 433593566 433593570 433593581 433593582 433593583
6	NC_018015	390960621 390960680 390960699 390960700 390961245 390961813
5	NC_018655	407461610 407461675 407462004 407462750 407462766
2	NC_015931	347522878 347524450
5	NC_018656	407464626 407464990 407465062 407465208 407465430
3	NC_017461	385805095 385805718 385806285
117	NC_018876	410669212 410669219 410669220 410669227 410669239 410669243 410669244 410669245 410669298 410669299 410669300 410669341 410669342 410669347 410669376 410669425 410669426 410669481 410669496 410669497 410669527 410669531 410669532 410669666 410669737 410669758 410669775 410669779 410669791 410669792 410669812 410669825 410669827 410669828 410669865 410669907 410669908 410669926 410669930 410669931 410669951 410669966 410669969 410669970 410670182 410670260 410670264 410670265 410670279 410670282 410670283 410670309 410670372 410670448 410670449 410670450 410670452 410670520 410670521 410670524 410670593 410670595 410670599 410670640 410670793 410670794 410670795 410670855 410670857 410670858 410670859 410670895 410670959 410670960 410670962 410671008 410671036 410671037 410671038 410671040 410671085 410671098 410671099 410671513 410671516 410671517 410671578 410671591 410671616 410671623 410671700 410671825 410671826 410671868 410671892 410671983 410672127 410672166 410672167 410672171 410672182 410672188 410672199 410672200 410672201 410672202 410672203 410672255 410672266 410672267 410672270 410672273 410672280 410672281 410672304 410672318 410672334
3	NC_015959	345133548 345133550 345133555
6	NC_010085	161528111 161528121 161528677 161528727 161528832 161528885
22	NC_010369	169237603 169237610 169237625 169237630 169237648 169237656 169237667 169237673 169237682 169237695 169237697 169237698 169237699 169237724 169237731 169237765 169237767 169237771 169237776 169237779 169237780 169237782
6	NC_009634	150398847 150399015 150399016 150400365 150400371 150400384
9	NC_009637	150401949 150401969 150401987 150402206 150402804 150403371 150403407 150403424 150403717
27	NC_010364	169235058 169235065 169235070 169235073 169235080 169235086 169235087 169235088 169235089 169235096 169235097 169235100 169235104 169235141 169235280 169235281 169235318 169235352 169235711 169235822 169235825 169235829 169235847 169235891 169236091 169237141 169237142
3	NC_010367	169237337 169237338 169237339
19	NC_010366	169237163 169237168 169237170 169237171 169237183 169237192 169237193 169237194 169237195 169237220 169237227 169237261 169237263 169237268 169237275 169237276 169237294 169237295 169237296
29	NC_013665	282162878 282163455 282163456 282163457 282163458 282163459 282163532 282163537 282163551 282163557 282163583 282163813 282163814 282163815 282163816 282163823 282163854 282163898 282164009 282164068 282164156 282164158 282164396 282164442 282164498 282164593 282164838 282165065 282165667
52	NC_015954	345004160 345004193 345004317 345004463 345004600 345004616 345004667 345004689 345004690 345004729 345004774 345004839 345004857 345004901 345005036 345005042 345005201 345005202 345005277 345005322 345005328 345005406 345005407 345005409 345005417 345005478 345005551 345005580 345005581 345005590 345005616 345005617 345005814 345005842 345005910 345005928 345005934 345005943 345006057 345006124 345006135 345006140 345006236 345006269 345006290 345006339 345006382 345006479 345006578 345006618 345006754 345006817
3	NC_014374	302348530 302348531 302349105
20	NC_017941	389845564 389845669 389845670 389846056 389846227 389846368 389846391 389846794 389846834 389847136 389847189 389847232 389847409 389847515 389847624 389847774 389847934 389848078 389848080 389848403
36	NC_021913	529043451 529043452 529043462 529043464 529043466 529043477 529043487 529043488 529043498 529043505 529043507 529043510 529043514 529043517 529043532 529043534 529043553 529043564 529043567 529043571 529043576 529043582 529043583 529043597 529043599 529043600 529043643 529043650 529043672 529043679 529043681 529043693 529043694 529043695 529043699 529043707
8	NC_015636	336121093 336121279 336121282 336121373 336121535 336122472 336122477 336122507
12	NC_015151	325967571 325967591 325968286 325969104 325969105 325969143 325969216 325969250 325969394 325969404 325969405 325969665
71	NC_015955	345006832 345006847 345006851 345006852 345006853 345006884 345006895 345006897 345006907 345006912 345006917 345006918 345006926 345006945 345006946 345006961 345006964 345006989 345006998 345006999 345007004 345007005 345007013 345007014 345007015 345007024 345007030 345007071 345007076 345007108 345007123 345007126 345007129 345007141 345007142 345007145 345007152 345007158 345007162 345007170 345007173 345007174 345007204 345007210 345007213 345007234 345007240 345007251 345007280 345007321 345007322 345007331 345007336 345007346 345007364 345007366 345007372 345007374 345007383 345007396 345007398 345007399 345007403 345007415 345007416 345007426 345007430 345007433 345007434 345007444 345007449
1	NC_013748	284176330
